"word","in documents","total","in class (JobPostings)","in class (Tweets)"
"http_co_dazkow",1.0,1.0,0.0,1.0
"http_co_dbh",1.0,2.0,0.0,2.0
"http_co_dcvhyouys",1.0,1.0,0.0,1.0
"http_co_ddurndz",1.0,1.0,0.0,1.0
"http_co_dedigmr",1.0,7.0,0.0,7.0
"http_co_derksb",1.0,1.0,0.0,1.0
"http_co_dfbnwcjnzf",1.0,1.0,0.0,1.0
"http_co_dflyi",1.0,1.0,0.0,1.0
"http_co_dfmyejqi",1.0,1.0,0.0,1.0
"http_co_dgsasafckj",1.0,1.0,0.0,1.0
"http_co_dgvt",1.0,1.0,0.0,1.0
"http_co_dh",1.0,1.0,0.0,1.0
"http_co_dhuv",1.0,22.0,0.0,22.0
"http_co_di",1.0,1.0,0.0,1.0
"http_co_dibs",1.0,1.0,0.0,1.0
"http_co_diex",1.0,1.0,0.0,1.0
"http_co_dj",1.0,1.0,0.0,1.0
"http_co_djbg",1.0,1.0,0.0,1.0
"http_co_djlxp",1.0,1.0,0.0,1.0
"http_co_djyz",1.0,2.0,0.0,2.0
"http_co_dlc",1.0,1.0,0.0,1.0
"http_co_dlprqijw",1.0,1.0,0.0,1.0
"http_co_dmpjf",1.0,1.0,0.0,1.0
"http_co_dmzoobamhe",1.0,1.0,0.0,1.0
"http_co_dnrlz",1.0,1.0,0.0,1.0
"http_co_dok",1.0,1.0,0.0,1.0
"http_co_dolvpuzasc",1.0,2.0,0.0,2.0
"http_co_doovsvun",1.0,1.0,0.0,1.0
"http_co_dovuk",1.0,1.0,0.0,1.0
"http_co_dpif",1.0,1.0,0.0,1.0
"http_co_dq",1.0,3.0,0.0,3.0
"http_co_dqgwn",1.0,1.0,0.0,1.0
"http_co_dqqlugv",1.0,1.0,0.0,1.0
"http_co_drp",1.0,1.0,0.0,1.0
"http_co_drth",1.0,1.0,0.0,1.0
"http_co_drv",1.0,1.0,0.0,1.0
"http_co_drvzex",1.0,1.0,0.0,1.0
"http_co_dschqikn",1.0,1.0,0.0,1.0
"http_co_dtbe",1.0,1.0,0.0,1.0
"http_co_dtcstpz",1.0,1.0,0.0,1.0
"http_co_dtkahkln",1.0,1.0,0.0,1.0
"http_co_dtlstlun",1.0,1.0,0.0,1.0
"http_co_dujsrvotx",1.0,1.0,0.0,1.0
"http_co_dvlodktimb",1.0,1.0,0.0,1.0
"http_co_dvvg",1.0,1.0,0.0,1.0
"http_co_dwehhsi",1.0,1.0,0.0,1.0
"http_co_dwehzt",1.0,2.0,0.0,2.0
"http_co_dxdhvf",1.0,1.0,0.0,1.0
"http_co_dxluzebo",1.0,1.0,0.0,1.0
"http_co_dyexjyhelw",1.0,1.0,0.0,1.0
"http_co_dznfpn",1.0,1.0,0.0,1.0
"http_co_dzth",1.0,1.0,0.0,1.0
"http_co_ebcbzmsebs",1.0,1.0,0.0,1.0
"http_co_ebfrwep",1.0,1.0,0.0,1.0
"http_co_ebhlp",1.0,1.0,0.0,1.0
"http_co_echwusssit",1.0,2.0,0.0,2.0
"http_co_ecpiooyqfw",1.0,1.0,0.0,1.0
"http_co_eczhnsp",1.0,1.0,0.0,1.0
"http_co_edjqxc",1.0,2.0,0.0,2.0
"http_co_eec",1.0,2.0,0.0,2.0
"http_co_eeqfebye",1.0,1.0,0.0,1.0
"http_co_eeu",1.0,1.0,0.0,1.0
"http_co_eexmcp",1.0,1.0,0.0,1.0
"http_co_efagu",1.0,1.0,0.0,1.0
"http_co_efai",1.0,2.0,0.0,2.0
"http_co_efnhaa",1.0,1.0,0.0,1.0
"http_co_eg",1.0,1.0,0.0,1.0
"http_co_egaufqai",1.0,1.0,0.0,1.0
"http_co_egxw",1.0,1.0,0.0,1.0
"http_co_ehwdyhorps",1.0,2.0,0.0,2.0
"http_co_ei",1.0,5.0,0.0,5.0
"http_co_eik",1.0,1.0,0.0,1.0
"http_co_ejvfgqhv",1.0,1.0,0.0,1.0
"http_co_ekadcub",1.0,4.0,0.0,4.0
"http_co_ekz",1.0,1.0,0.0,1.0
"http_co_el",1.0,1.0,0.0,1.0
"http_co_elanbesyis",1.0,1.0,0.0,1.0
"http_co_elbcapyefv",1.0,1.0,0.0,1.0
"http_co_els",1.0,1.0,0.0,1.0
"http_co_elxy",1.0,1.0,0.0,1.0
"http_co_emhyqxyjj",1.0,2.0,0.0,2.0
"http_co_emmj",1.0,1.0,0.0,1.0
"http_co_en",1.0,1.0,0.0,1.0
"http_co_enrdi",1.0,1.0,0.0,1.0
"http_co_enrtrq",1.0,1.0,0.0,1.0
"http_co_enumkhs",1.0,2.0,0.0,2.0
"http_co_eo",1.0,1.0,0.0,1.0
"http_co_ep",1.0,1.0,0.0,1.0
"http_co_epqteoursk",1.0,2.0,0.0,2.0
"http_co_epryeogt",1.0,1.0,0.0,1.0
"http_co_eq",1.0,1.0,0.0,1.0
"http_co_eqotrtbb",1.0,1.0,0.0,1.0
"http_co_eqt",1.0,1.0,0.0,1.0
"http_co_eqzbz",1.0,1.0,0.0,1.0
"http_co_ermgcx",1.0,1.0,0.0,1.0
"http_co_erpocz",1.0,1.0,0.0,1.0
"http_co_es",1.0,1.0,0.0,1.0
"http_co_estatlwh",1.0,1.0,0.0,1.0
"http_co_et",1.0,1.0,0.0,1.0
"http_co_etdabli",1.0,1.0,0.0,1.0
"http_co_etpd",1.0,2.0,0.0,2.0
"http_co_eu",1.0,1.0,0.0,1.0
"http_co_euen",1.0,1.0,0.0,1.0
"http_co_euthahd",1.0,2.0,0.0,2.0
"http_co_euvllrtdfk",1.0,1.0,0.0,1.0
"http_co_ev",1.0,1.0,0.0,1.0
"http_co_ewnxl",1.0,1.0,0.0,1.0
"http_co_ewz",1.0,1.0,0.0,1.0
"http_co_exdtnjqdqy",1.0,1.0,0.0,1.0
"http_co_exdxv",1.0,1.0,0.0,1.0
"http_co_exwv",1.0,1.0,0.0,1.0
"http_co_eyddpnoa",1.0,15.0,0.0,15.0
"http_co_eyesy",1.0,1.0,0.0,1.0
"http_co_eygs",1.0,2.0,0.0,2.0
"http_co_eyy",1.0,1.0,0.0,1.0
"http_co_ez",1.0,2.0,0.0,2.0
"http_co_ezu",1.0,1.0,0.0,1.0
"http_co_false",1.0,5.0,0.0,5.0
"http_co_fb",1.0,1.0,0.0,1.0
"http_co_fbioa",1.0,2.0,0.0,2.0
"http_co_fcz",1.0,1.0,0.0,1.0
"http_co_fd",1.0,1.0,0.0,1.0
"http_co_fdfr",1.0,1.0,0.0,1.0
"http_co_fdjguyyxnv",1.0,1.0,0.0,1.0
"http_co_fe",1.0,2.0,0.0,2.0
"http_co_feugqjzcgt",1.0,1.0,0.0,1.0
"http_co_ffme",1.0,2.0,0.0,2.0
"http_co_fhdjcee",1.0,1.0,0.0,1.0
"http_co_fht",1.0,1.0,0.0,1.0
"http_co_fidy",1.0,1.0,0.0,1.0
"http_co_fja",1.0,1.0,0.0,1.0
"http_co_fk",1.0,2.0,0.0,2.0
"http_co_fkjaw",1.0,2.0,0.0,2.0
"http_co_fmf",1.0,1.0,0.0,1.0
"http_co_fngy",1.0,1.0,0.0,1.0
"http_co_fnnmyz",1.0,2.0,0.0,2.0
"http_co_fnytfmyrt",1.0,2.0,0.0,2.0
"http_co_fo",1.0,1.0,0.0,1.0
"http_co_fpckapg",1.0,1.0,0.0,1.0
"http_co_fqg",1.0,1.0,0.0,1.0
"http_co_fqneccuf",1.0,1.0,0.0,1.0
"http_co_fqnftu",1.0,1.0,0.0,1.0
"http_co_fqz",1.0,1.0,0.0,1.0
"http_co_frbrm",1.0,2.0,0.0,2.0
"http_co_frcr",1.0,1.0,0.0,1.0
"http_co_fre",1.0,1.0,0.0,1.0
"http_co_freqbbzqy",1.0,1.0,0.0,1.0
"http_co_fs",1.0,1.0,0.0,1.0
"http_co_fshgiyevx",1.0,1.0,0.0,1.0
"http_co_fswayhim",1.0,1.0,0.0,1.0
"http_co_fteimzuf",1.0,2.0,0.0,2.0
"http_co_ftmb",1.0,1.0,0.0,1.0
"http_co_ftms",1.0,1.0,0.0,1.0
"http_co_ftoffzqxig",1.0,2.0,0.0,2.0
"http_co_fuhoe",1.0,1.0,0.0,1.0
"http_co_furn",1.0,1.0,0.0,1.0
"http_co_fvfrfqx",1.0,1.0,0.0,1.0
"http_co_fvwc",1.0,44.0,0.0,44.0
"http_co_fwqmykcm",1.0,1.0,0.0,1.0
"http_co_fxdi",1.0,1.0,0.0,1.0
"http_co_fxnrtuom",1.0,2.0,0.0,2.0
"http_co_fyldnxd",1.0,1.0,0.0,1.0
"http_co_fzjutkevfz",1.0,1.0,0.0,1.0
"http_co_fzke",1.0,1.0,0.0,1.0
"http_co_fzmlftmsnn",1.0,1.0,0.0,1.0
"http_co_gafti",1.0,1.0,0.0,1.0
"http_co_gaz",1.0,1.0,0.0,1.0
"http_co_gbcdal",1.0,1.0,0.0,1.0
"http_co_gbexyqm",1.0,1.0,0.0,1.0
"http_co_gcs",1.0,1.0,0.0,1.0
"http_co_gdwxvbc",1.0,1.0,0.0,1.0
"http_co_gdxhtrhjm",1.0,1.0,0.0,1.0
"http_co_gdzsvoi",1.0,1.0,0.0,1.0
"http_co_ge",1.0,1.0,0.0,1.0
"http_co_gef",1.0,1.0,0.0,1.0
"http_co_gepesc",1.0,1.0,0.0,1.0
"http_co_gf",1.0,1.0,0.0,1.0
"http_co_gffmek",1.0,1.0,0.0,1.0
"http_co_gflv",1.0,1.0,0.0,1.0
"http_co_gfvhnmynip",1.0,2.0,0.0,2.0
"http_co_gfwn",1.0,2.0,0.0,2.0
"http_co_ggdzzim",1.0,1.0,0.0,1.0
"http_co_ggji",1.0,1.0,0.0,1.0
"http_co_ggsbi",1.0,2.0,0.0,2.0
"http_co_ggzv",1.0,1.0,0.0,1.0
"http_co_ghvupfxl",1.0,1.0,0.0,1.0
"http_co_ghyu",1.0,1.0,0.0,1.0
"http_co_gi",1.0,1.0,0.0,1.0
"http_co_gil",1.0,1.0,0.0,1.0
"http_co_gjda",1.0,1.0,0.0,1.0
"http_co_gjidlcl",1.0,1.0,0.0,1.0
"http_co_gk",1.0,1.0,0.0,1.0
"http_co_gkf",1.0,1.0,0.0,1.0
"http_co_gksxohk",1.0,1.0,0.0,1.0
"http_co_glfy",1.0,1.0,0.0,1.0
"http_co_glphe",1.0,1.0,0.0,1.0
"http_co_gm",1.0,1.0,0.0,1.0
"http_co_gmink",1.0,1.0,0.0,1.0
"http_co_gni",1.0,2.0,0.0,2.0
"http_co_gnl",1.0,1.0,0.0,1.0
"http_co_gnlgoedq",1.0,1.0,0.0,1.0
"http_co_gocbzmqkwd",1.0,1.0,0.0,1.0
"http_co_gokelahd",1.0,1.0,0.0,1.0
"http_co_goqbojeci",1.0,1.0,0.0,1.0
"http_co_gp",1.0,1.0,0.0,1.0
"http_co_gpkjnto",1.0,1.0,0.0,1.0
"http_co_gqhm",1.0,1.0,0.0,1.0
"http_co_gqzqm",1.0,1.0,0.0,1.0
"http_co_grgmyuxhba",1.0,1.0,0.0,1.0
"http_co_gruv",1.0,1.0,0.0,1.0
"http_co_gsbtgt",1.0,1.0,0.0,1.0
"http_co_gto",1.0,1.0,0.0,1.0
"http_co_gtqzdn",1.0,1.0,0.0,1.0
"http_co_gtwg",1.0,1.0,0.0,1.0
"http_co_guyqmqpnmk",1.0,1.0,0.0,1.0
"http_co_gv",1.0,4.0,0.0,4.0
"http_co_gvhmnscuu",1.0,1.0,0.0,1.0
"http_co_gvomly",1.0,2.0,0.0,2.0
"http_co_gvsmbdbpx",1.0,1.0,0.0,1.0
"http_co_gwdk",1.0,1.0,0.0,1.0
"http_co_gwhvwldhz",1.0,1.0,0.0,1.0
"http_co_gwlyb",1.0,1.0,0.0,1.0
"http_co_gxadzbi",1.0,1.0,0.0,1.0
"http_co_gxblejvzpd",1.0,1.0,0.0,1.0
"http_co_gxid",1.0,1.0,0.0,1.0
"http_co_gysi",1.0,2.0,0.0,2.0
"http_co_gyzag",1.0,1.0,0.0,1.0
"http_co_gz",1.0,1.0,0.0,1.0
"http_co_gzixlmvhpm",1.0,4.0,0.0,4.0
"http_co_ha",1.0,1.0,0.0,1.0
"http_co_hajzaeeaaa",1.0,2.0,0.0,2.0
"http_co_hb",1.0,1.0,0.0,1.0
"http_co_hcbfijbjkb",1.0,1.0,0.0,1.0
"http_co_hcicrqiz",1.0,1.0,0.0,1.0
"http_co_hciknkkl",1.0,1.0,0.0,1.0
"http_co_hcndxktlzu",1.0,1.0,0.0,1.0
"http_co_hehlcdavkj",1.0,2.0,0.0,2.0
"http_co_hf",1.0,1.0,0.0,1.0
"http_co_hfccx",1.0,1.0,0.0,1.0
"http_co_hfmclkji",1.0,1.0,0.0,1.0
"http_co_hgcjcj",1.0,1.0,0.0,1.0
"http_co_hgecaocz",1.0,1.0,0.0,1.0
"http_co_hh",1.0,2.0,0.0,2.0
"http_co_hhjgghveu",1.0,1.0,0.0,1.0
"http_co_hhnamgmt",1.0,2.0,0.0,2.0
"http_co_hhwwctk",1.0,1.0,0.0,1.0
"http_co_higvfeyrxr",1.0,1.0,0.0,1.0
"http_co_himg",1.0,1.0,0.0,1.0
"http_co_hkkn",1.0,1.0,0.0,1.0
"http_co_hksewchsn",1.0,1.0,0.0,1.0
"http_co_hksxssxrtk",1.0,1.0,0.0,1.0
"http_co_hljjdpwlag",1.0,1.0,0.0,1.0
"http_co_hmnoyusi",1.0,1.0,0.0,1.0
"http_co_hnburtvjh",1.0,1.0,0.0,1.0
"http_co_hoyms",1.0,2.0,0.0,2.0
"http_co_hpfo",1.0,1.0,0.0,1.0
"http_co_hpv",1.0,1.0,0.0,1.0
"http_co_hpwclldipn",1.0,1.0,0.0,1.0
"http_co_hqfqopwd",1.0,1.0,0.0,1.0
"http_co_hqgekxyn",1.0,1.0,0.0,1.0
"http_co_hqouyx",1.0,1.0,0.0,1.0
"http_co_hqswpsxbnf",1.0,1.0,0.0,1.0
"http_co_hqzegrue",1.0,1.0,0.0,1.0
"http_co_hs",1.0,1.0,0.0,1.0
"http_co_htebepqj",1.0,1.0,0.0,1.0
"http_co_htffiezrtl",1.0,1.0,0.0,1.0
"http_co_htlva",1.0,2.0,0.0,2.0
"http_co_hu",1.0,1.0,0.0,1.0
"http_co_huhyj",1.0,1.0,0.0,1.0
"http_co_huni",1.0,1.0,0.0,1.0
"http_co_hvmomqdrnr",1.0,1.0,0.0,1.0
"http_co_hw",1.0,4.0,0.0,4.0
"http_co_hwrhxbter",1.0,1.0,0.0,1.0
"http_co_hwxynhg",1.0,1.0,0.0,1.0
"http_co_hx",1.0,3.0,0.0,3.0
"http_co_hxohuxn",1.0,1.0,0.0,1.0
"http_co_hxtcfzk",1.0,1.0,0.0,1.0
"http_co_hybzvml",1.0,1.0,0.0,1.0
"http_co_hydalaf",1.0,1.0,0.0,1.0
"http_co_hyyi",1.0,1.0,0.0,1.0
"http_co_hzsat",1.0,2.0,0.0,2.0
"http_co_ia",1.0,1.0,0.0,1.0
"http_co_iad",1.0,2.0,0.0,2.0
"http_co_iaefqhyhcq",1.0,1.0,0.0,1.0
"http_co_iaxhmjebga",1.0,1.0,0.0,1.0
"http_co_ib",1.0,1.0,0.0,1.0
"http_co_ibrile",1.0,1.0,0.0,1.0
"http_co_iden",1.0,1.0,0.0,1.0
"http_co_idjocx",1.0,1.0,0.0,1.0
"http_co_idxhq",1.0,1.0,0.0,1.0
"http_co_ie",1.0,1.0,0.0,1.0
"http_co_iehxyn",1.0,1.0,0.0,1.0
"http_co_ieoxcyupvh",1.0,1.0,0.0,1.0
"http_co_ierusa",1.0,1.0,0.0,1.0
"http_co_ifeb",1.0,1.0,0.0,1.0
"http_co_ifw",1.0,1.0,0.0,1.0
"http_co_igbfdc",1.0,2.0,0.0,2.0
"http_co_igcxhymbik",1.0,1.0,0.0,1.0
"http_co_iglufif",1.0,1.0,0.0,1.0
"http_co_igwqvjyxk",1.0,2.0,0.0,2.0
"http_co_ihfdeu",1.0,1.0,0.0,1.0
"http_co_ihh",1.0,1.0,0.0,1.0
"http_co_iifmhnj",1.0,2.0,0.0,2.0
"http_co_ij",1.0,1.0,0.0,1.0
"http_co_ik",1.0,1.0,0.0,1.0
"http_co_ikjd",1.0,1.0,0.0,1.0
"http_co_ikvc",1.0,1.0,0.0,1.0
"http_co_ikvziuohsh",1.0,1.0,0.0,1.0
"http_co_il",1.0,1.0,0.0,1.0
"http_co_imakiv",1.0,2.0,0.0,2.0
"http_co_inuqqs",1.0,1.0,0.0,1.0
"http_co_ioc",1.0,2.0,0.0,2.0
"http_co_ioijtijmnr",1.0,1.0,0.0,1.0
"http_co_ioqnxphisb",1.0,1.0,0.0,1.0
"http_co_iou",1.0,1.0,0.0,1.0
"http_co_iqa",1.0,1.0,0.0,1.0
"http_co_irp",1.0,3.0,0.0,3.0
"http_co_isgbrnzqo",1.0,1.0,0.0,1.0
"http_co_isgpfcprk",1.0,1.0,0.0,1.0
"http_co_isrbpgk",1.0,1.0,0.0,1.0
"http_co_itqez",1.0,2.0,0.0,2.0
"http_co_ituciaaz",1.0,1.0,0.0,1.0
"http_co_ius",1.0,1.0,0.0,1.0
"http_co_ivpieqzqjj",1.0,1.0,0.0,1.0
"http_co_iwhktfkul",1.0,1.0,0.0,1.0
"http_co_iwk",1.0,2.0,0.0,2.0
"http_co_iwzesvcaw",1.0,1.0,0.0,1.0
"http_co_iyaptr",1.0,1.0,0.0,1.0
"http_co_iydcirspeu",1.0,1.0,0.0,1.0
"http_co_iyq",1.0,1.0,0.0,1.0
"http_co_iyrwlkarjq",1.0,1.0,0.0,1.0
"http_co_iyulmnin",1.0,1.0,0.0,1.0
"http_co_iz",1.0,1.0,0.0,1.0
"http_co_ja",1.0,2.0,0.0,2.0
"http_co_jabskhq",1.0,1.0,0.0,1.0
"http_co_jagn",1.0,1.0,0.0,1.0
"http_co_jbuqomyhp",1.0,1.0,0.0,1.0
"http_co_jbvbgtxwjr",1.0,2.0,0.0,2.0
"http_co_jbw",1.0,1.0,0.0,1.0
"http_co_jbz",1.0,1.0,0.0,1.0
"http_co_jceaclb",1.0,1.0,0.0,1.0
"http_co_jeeecvzpfg",1.0,1.0,0.0,1.0
"http_co_jf",1.0,4.0,0.0,4.0
"http_co_jfgvc",1.0,1.0,0.0,1.0
"http_co_jfyxoy",1.0,1.0,0.0,1.0
"http_co_jginymlxby",1.0,1.0,0.0,1.0
"http_co_jgr",1.0,1.0,0.0,1.0
"http_co_jh",1.0,1.0,0.0,1.0
"http_co_jhc",1.0,1.0,0.0,1.0
"http_co_jhmk",1.0,4.0,0.0,4.0
"http_co_jhojbnfl",1.0,1.0,0.0,1.0
"http_co_jhvlvkipdo",1.0,2.0,0.0,2.0
"http_co_jhwxpoc",1.0,1.0,0.0,1.0
"http_co_jimdjdahwb",1.0,1.0,0.0,1.0
"http_co_jinow",1.0,9.0,0.0,9.0
"http_co_jjmaf",1.0,1.0,0.0,1.0
"http_co_jjxnt",1.0,1.0,0.0,1.0
"http_co_jkebujvmsc",1.0,1.0,0.0,1.0
"http_co_jkl",1.0,1.0,0.0,1.0
"http_co_jl",1.0,2.0,0.0,2.0
"http_co_jmafibo",1.0,1.0,0.0,1.0
"http_co_jmhli",1.0,1.0,0.0,1.0
"http_co_jmmf",1.0,1.0,0.0,1.0
"http_co_jmsgv",1.0,1.0,0.0,1.0
"http_co_jnlipi",1.0,1.0,0.0,1.0
"http_co_jongs",1.0,1.0,0.0,1.0
"http_co_jonq",1.0,1.0,0.0,1.0
"http_co_jpmbvkfqv",1.0,2.0,0.0,2.0
"http_co_jqewduel",1.0,1.0,0.0,1.0
"http_co_jrno",1.0,4.0,0.0,4.0
"http_co_js",1.0,1.0,0.0,1.0
"http_co_jsioelolhh",1.0,2.0,0.0,2.0
"http_co_jskt",1.0,2.0,0.0,2.0
"http_co_jss",1.0,1.0,0.0,1.0
"http_co_jt",1.0,1.0,0.0,1.0
"http_co_jv",1.0,1.0,0.0,1.0
"http_co_jwg",1.0,1.0,0.0,1.0
"http_co_jwvqubnn",1.0,1.0,0.0,1.0
"http_co_jxclacvb",1.0,1.0,0.0,1.0
"http_co_jxirrvrdzm",1.0,2.0,0.0,2.0
"http_co_jxjavsad",1.0,1.0,0.0,1.0
"http_co_jyqgoob",1.0,1.0,0.0,1.0
"http_co_jysgk",1.0,1.0,0.0,1.0
"http_co_jyzdka",1.0,1.0,0.0,1.0
"http_co_jzt",1.0,1.0,0.0,1.0
"http_co_kaepqqaujm",1.0,1.0,0.0,1.0
"http_co_kapygbzs",1.0,1.0,0.0,1.0
"http_co_kbqtauh",1.0,1.0,0.0,1.0
"http_co_kc",1.0,1.0,0.0,1.0
"http_co_kcj",1.0,1.0,0.0,1.0
"http_co_kdawgutkr",1.0,1.0,0.0,1.0
"http_co_kdualui",1.0,1.0,0.0,1.0
"http_co_ke",1.0,2.0,0.0,2.0
"http_co_kek",1.0,1.0,0.0,1.0
"http_co_kfbqtuzfyu",1.0,1.0,0.0,1.0
"http_co_kfcv",1.0,1.0,0.0,1.0
"http_co_kfldau",1.0,1.0,0.0,1.0
"http_co_kfqsdntc",1.0,1.0,0.0,1.0
"http_co_kfuppqhnlq",1.0,1.0,0.0,1.0
"http_co_kgsvkke",1.0,1.0,0.0,1.0
"http_co_kh",1.0,1.0,0.0,1.0
"http_co_khypn",1.0,1.0,0.0,1.0
"http_co_ki",1.0,1.0,0.0,1.0
"http_co_kix",1.0,1.0,0.0,1.0
"http_co_kjqzaqd",1.0,1.0,0.0,1.0
"http_co_kjtnzu",1.0,1.0,0.0,1.0
"http_co_kkyeizko",1.0,1.0,0.0,1.0
"http_co_kldshy",1.0,2.0,0.0,2.0
"http_co_kle",1.0,1.0,0.0,1.0
"http_co_kljymhdog",1.0,1.0,0.0,1.0
"http_co_km",1.0,4.0,0.0,4.0
"http_co_kmbpqt",1.0,1.0,0.0,1.0
"http_co_kmpanxn",1.0,3.0,0.0,3.0
"http_co_kmps",1.0,1.0,0.0,1.0
"http_co_kns",1.0,1.0,0.0,1.0
"http_co_kodw",1.0,1.0,0.0,1.0
"http_co_koh",1.0,3.0,0.0,3.0
"http_co_kozyxefckx",1.0,1.0,0.0,1.0
"http_co_kp",1.0,1.0,0.0,1.0
"http_co_kppviyud",1.0,1.0,0.0,1.0
"http_co_kpwiour",1.0,1.0,0.0,1.0
"http_co_kq",1.0,5.0,0.0,5.0
"http_co_kqezrp",1.0,1.0,0.0,1.0
"http_co_kqfik",1.0,1.0,0.0,1.0
"http_co_kqvnzurcb",1.0,1.0,0.0,1.0
"http_co_kroicb",1.0,1.0,0.0,1.0
"http_co_ks",1.0,1.0,0.0,1.0
"http_co_ksfvaorn",1.0,1.0,0.0,1.0
"http_co_ksn",1.0,1.0,0.0,1.0
"http_co_ksojw",1.0,1.0,0.0,1.0
"http_co_kspm",1.0,1.0,0.0,1.0
"http_co_kue",1.0,1.0,0.0,1.0
"http_co_kv",1.0,1.0,0.0,1.0
"http_co_kvfrdgupuo",1.0,3.0,0.0,3.0
"http_co_kw",1.0,1.0,0.0,1.0
"http_co_kwfsga",1.0,1.0,0.0,1.0
"http_co_kwkwhwsgpl",1.0,2.0,0.0,2.0
"http_co_kxb",1.0,1.0,0.0,1.0
"http_co_kxffcgt",1.0,1.0,0.0,1.0
"http_co_kxlknpodhj",1.0,1.0,0.0,1.0
"http_co_kxtrvdkh",1.0,2.0,0.0,2.0
"http_co_kytav",1.0,1.0,0.0,1.0
"http_co_kyzmgfjxj",1.0,1.0,0.0,1.0
"http_co_kzaj",1.0,2.0,0.0,2.0
"http_co_kzpii",1.0,1.0,0.0,1.0
"http_co_la",1.0,3.0,0.0,3.0
"http_co_lafnradr",1.0,2.0,0.0,2.0
"http_co_lansgncmmp",1.0,1.0,0.0,1.0
"http_co_laskktkd",1.0,1.0,0.0,1.0
"http_co_lb",1.0,1.0,0.0,1.0
"http_co_lbgifvu",1.0,1.0,0.0,1.0
"http_co_lbiqqh",1.0,1.0,0.0,1.0
"http_co_lbka",1.0,1.0,0.0,1.0
"http_co_lbmolqprkt",1.0,1.0,0.0,1.0
"http_co_lbprze",1.0,2.0,0.0,2.0
"http_co_lc",1.0,1.0,0.0,1.0
"http_co_ldo",1.0,1.0,0.0,1.0
"http_co_lep",1.0,1.0,0.0,1.0
"http_co_lfnx",1.0,1.0,0.0,1.0
"http_co_lgkoyrapjb",1.0,1.0,0.0,1.0
"http_co_lgtnbqcq",1.0,2.0,0.0,2.0
"http_co_lhj",1.0,1.0,0.0,1.0
"http_co_lhnc",1.0,1.0,0.0,1.0
"http_co_lhturgb",1.0,4.0,0.0,4.0
"http_co_lifqvx",1.0,1.0,0.0,1.0
"http_co_liv",1.0,1.0,0.0,1.0
"http_co_lj",1.0,2.0,0.0,2.0
"http_co_ljh",1.0,1.0,0.0,1.0
"http_co_ljqglvx",1.0,2.0,0.0,2.0
"http_co_lkgzsejk",1.0,1.0,0.0,1.0
"http_co_lkpblwsjaq",1.0,2.0,0.0,2.0
"http_co_lkxsdbdj",1.0,1.0,0.0,1.0
"http_co_llfwgmdew",1.0,2.0,0.0,2.0
"http_co_llz",1.0,2.0,0.0,2.0
"http_co_lmnooovhpb",1.0,1.0,0.0,1.0
"http_co_lnxd",1.0,1.0,0.0,1.0
"http_co_lo",1.0,2.0,0.0,2.0
"http_co_lpwx",1.0,2.0,0.0,2.0
"http_co_lq",1.0,1.0,0.0,1.0
"http_co_lqa",1.0,1.0,0.0,1.0
"http_co_lqud",1.0,1.0,0.0,1.0
"http_co_lrgrhk",1.0,1.0,0.0,1.0
"http_co_lrlxlnpg",1.0,1.0,0.0,1.0
"http_co_lrqp",1.0,1.0,0.0,1.0
"http_co_lsafemr",1.0,1.0,0.0,1.0
"http_co_lsghtczepp",1.0,1.0,0.0,1.0
"http_co_lswhlchmfc",1.0,1.0,0.0,1.0
"http_co_ltgclbt",1.0,1.0,0.0,1.0
"http_co_luk",1.0,1.0,0.0,1.0
"http_co_lv",1.0,1.0,0.0,1.0
"http_co_lvpzwl",1.0,1.0,0.0,1.0
"http_co_lvu",1.0,2.0,0.0,2.0
"http_co_lwbc",1.0,1.0,0.0,1.0
"http_co_lwf",1.0,1.0,0.0,1.0
"http_co_lwsuqvfamz",1.0,1.0,0.0,1.0
"http_co_lxmbtylk",1.0,1.0,0.0,1.0
"http_co_lxthiutit",1.0,1.0,0.0,1.0
"http_co_lxumhpcxtw",1.0,1.0,0.0,1.0
"http_co_ly",1.0,1.0,0.0,1.0
"http_co_lydzpa",1.0,1.0,0.0,1.0
"http_co_lyo",1.0,1.0,0.0,1.0
"http_co_lz",1.0,1.0,0.0,1.0
"http_co_lzatdifera",1.0,1.0,0.0,1.0
"http_co_lzblbvupxs",1.0,1.0,0.0,1.0
"http_co_lzs",1.0,1.0,0.0,1.0
"http_co_madhvqqd",1.0,1.0,0.0,1.0
"http_co_mah",1.0,2.0,0.0,2.0
"http_co_mams",1.0,1.0,0.0,1.0
"http_co_mbigh",1.0,1.0,0.0,1.0
"http_co_mcmgdsptj",1.0,2.0,0.0,2.0
"http_co_mcwvjboz",1.0,1.0,0.0,1.0
"http_co_md",1.0,1.0,0.0,1.0
"http_co_mf",1.0,1.0,0.0,1.0
"http_co_mfih",1.0,2.0,0.0,2.0
"http_co_mgjy",1.0,1.0,0.0,1.0
"http_co_mh",1.0,1.0,0.0,1.0
"http_co_mhdmtbwb",1.0,1.0,0.0,1.0
"http_co_mhfr",1.0,1.0,0.0,1.0
"http_co_mhoqfpow",1.0,1.0,0.0,1.0
"http_co_mhwp",1.0,1.0,0.0,1.0
"http_co_mhycdar",1.0,1.0,0.0,1.0
"http_co_mi",1.0,1.0,0.0,1.0
"http_co_min",1.0,1.0,0.0,1.0
